-0.28125,-0.272727,-0.380952,-0.586777,-0.258065,-0.2,-0.494737,-0.546875,-0.28125,-0.14563099999999998,-0.494737,-0.546875,-0.225806,-0.11538499999999999,-0.608696,-0.59322,-0.125,-0.18446600000000002,-0.566265,-0.626016,-0.230769,-0.106796,-0.466667,-0.6,-0.25,-0.07692310000000001,-0.494253,-0.633333,-0.10769200000000001,-0.12871300000000002,-0.473684,-0.578125,-0.25,-0.14563099999999998,-0.473684,-0.578125,6
0.34375,0.309091,0.07142860000000001,-0.17355399999999999,0.258065,0.236364,0.0736842,-0.28125,0.21875,0.106796,-0.24210500000000001,-0.390625,0.225806,0.173077,-0.130435,-0.322034,0.1875,0.106796,-0.301205,-0.495935,-0.0461538,0.00970874,-0.288889,-0.424,0.0,-0.0384615,-0.42528699999999997,-0.483333,0.0153846,0.06930689999999999,-0.410526,-0.4375,0.0,0.048543699999999995,-0.157895,-0.4375,6
-0.03125,-0.0909091,-0.380952,-0.48760299999999995,-0.12903199999999998,-0.0909091,-0.326316,-0.453125,-0.15625,-0.165049,-0.157895,-0.453125,0.225806,0.173077,-0.043478300000000004,-0.20339000000000002,0.0625,0.18446600000000002,-0.012048200000000002,-0.203252,0.07692310000000001,0.106796,0.13333299999999998,-0.136,0.25,0.365385,0.0344828,-0.183333,0.384615,0.405941,0.09473680000000001,-0.15625,0.25,0.378641,0.178947,-0.15625,6
-0.125,-0.0909091,-0.190476,-0.239669,-0.225806,-0.163636,0.010526299999999999,-0.15625,-0.46875,-0.45631099999999997,0.010526299999999999,0.078125,-0.09677419999999999,-0.07692310000000001,-0.0652174,-0.237288,-0.25,-0.0679612,-0.253012,-0.284553,-0.10769200000000001,-0.0679612,-0.266667,-0.344,-0.15625,-0.07692310000000001,-0.448276,-0.533333,-0.138462,-0.108911,-0.431579,-0.546875,-0.15625,-0.20388299999999998,-0.431579,-0.609375,2
-0.1875,-0.2,-0.428571,-0.454545,-0.16129000000000002,-0.2,-0.368421,-0.421875,-0.28125,-0.14563099999999998,-0.515789,-0.421875,-0.258065,-0.173077,-0.36956500000000003,-0.338983,-0.28125,-0.242718,-0.373494,-0.447154,-0.261538,-0.242718,-0.288889,-0.376,-0.0625,-0.07692310000000001,-0.172414,-0.3,-0.138462,0.029702999999999997,-0.178947,-0.265625,-0.0625,0.00970874,-0.178947,-0.203125,5
0.21875,0.236364,0.166667,-0.17355399999999999,0.38709699999999997,0.381818,0.263158,-0.109375,0.34375,0.39805799999999997,0.263158,-0.109375,0.225806,0.25,-0.043478300000000004,-0.20339000000000002,0.3125,0.533981,0.39759,-0.138211,0.41538500000000006,0.6310680000000001,0.42222200000000004,-0.024,0.25,0.365385,0.21839099999999997,-0.183333,0.261538,0.485149,0.284211,-0.09375,0.25,0.533981,0.368421,0.015625,3
-0.59375,-0.6,-0.47618999999999995,-0.338843,-0.677419,-0.6,-0.178947,-0.09375,-0.78125,-0.805825,0.157895,0.34375,-0.967742,-0.923077,-0.0217391,0.355932,-0.875,-0.805825,0.10843399999999999,0.10569100000000001,-0.661538,-0.6310680000000001,0.155556,0.168,-1.0,-0.9615379999999999,0.264368,0.45,-0.876923,-0.920792,0.13684200000000002,0.375,-0.6875,-0.708738,-0.0315789,0.046875,2
-0.15625,-0.127273,-0.404762,-0.5206609999999999,0.12903199999999998,0.018181799999999998,-0.0315789,-0.21875,0.375,0.475728,0.326316,-0.015625,0.35483899999999996,0.230769,-0.152174,-0.186441,0.1875,0.165049,0.060240999999999996,-0.23577199999999998,0.446154,0.417476,0.288889,-0.04,0.34375,0.384615,0.103448,-0.183333,0.47692299999999993,0.50495,0.263158,-0.046875,0.46875,0.39805799999999997,0.157895,-0.109375,6
0.21875,0.236364,0.07142860000000001,-0.239669,0.12903199999999998,0.10909100000000001,-0.010526299999999999,-0.21875,0.09375,0.048543699999999995,-0.24210500000000001,-0.28125,0.225806,0.173077,-0.130435,-0.27118600000000004,0.0625,0.00970874,-0.204819,-0.365854,-0.138462,-0.0679612,-0.13333299999999998,-0.29600000000000004,-0.125,0.0384615,-0.42528699999999997,-0.43333299999999997,0.0153846,0.06930689999999999,-0.157895,-0.265625,-0.125,-0.0291262,-0.24210500000000001,-0.390625,6
-0.375,-0.418182,-0.28571399999999997,-0.35537199999999997,-0.451613,-0.545455,-0.157895,-0.265625,-0.46875,-0.514563,-0.410526,-0.328125,0.0,-0.153846,-0.26087,-0.305085,-0.375,-0.339806,-0.253012,-0.349593,-0.47692299999999993,-0.417476,-0.177778,-0.28,-0.03125,0.0,-0.08045980000000001,-0.383333,-0.138462,-0.188119,-0.178947,-0.28125,-0.28125,-0.339806,-0.09473680000000001,-0.21875,5
